0.01	17.714015	17.895092
0.025	12.471322	13.397963
0.05	7.389803	8.318499
0.075	6.961975	8.004854
0.1	6.605598	7.059294
0.25	3.756143	4.262722
0.5	2.774582	3.220850
0.75	2.144918	2.284123
1	1.798443	1.900465
1.5	1.311478	1.362170
2	1.062257	1.089815
3	0.708208	0.730254
4	0.550038	0.559012
5	0.434040	0.446057
