1.000000e-02	10.517809	344.880799
2.500000e-02	6.602279	143.854381
5.000000e-02	5.811654	69.881888
7.500000e-02	9.155560	46.031125
1.000000e-01	7.800266	35.163725
2.500000e-01	6.681393	14.328195
5.000000e-01	5.011958	7.198238
7.500000e-01	3.906650	4.796713
1	3.211875	3.599421
1.500000e+00	2.070987	2.397054
2	1.616380	1.799624
3	1.046304	1.200012
4	0.829904	0.899943
5	0.698737	0.719393
